ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
1151,22,22,5,2045,5804,5812,2658,2038,7,161,232,590,1062,2220,1146,124,0.22,484,297,1255,1253,1934,1073,43,176,162,56,0,47,0,0,5,0,0,0,1,0.99236,0,2045,1151,8
1152,22,22,5,2435,5512,5513,2866,1554,881,513,446,582,894,2253,640,144,0.21,4649,197,918,1664,1823,911,456,1810,1255,307,28,793,0,0,4,1206.64807,0,0,1,1.27272,0,2435,1152,1
1153,22,22,5,1476,4069,4077,1773,1468,8,126,139,323,888,1236,945,26,0.27,961,177,757,786,1434,923,35,487,317,70,7,45,0,0,5,0,0,0,1,1.012,0,1476,1153,8
1154,22,22,5,2525,6547,6589,2721,2361,164,109,103,253,2060,3642,2049,117,0.31,2851,279,1154,1091,2293,1772,338,1293,776,249,7,188,0,0,5,0,643.12067,930.93903,1,1.00615,0,2525,1154,42
1155,22,22,5,702,1859,1858,919,680,22,100,100,148,354,3332,370,48,0.23,229,86,317,430,687,338,92,75,22,21,7,12,0,0,5,0,0,0,1,0.99726,0,702,1155,-1
1156,22,22,5,1299,3521,3522,1701,1182,117,188,200,252,659,3359,790,25,0.22,880,180,694,815,1210,623,57,397,326,54,7,39,0,0,5,0,0,0,1,1.01797,0,1299,1156,1
1157,22,22,5,1023,2406,2549,1078,983,40,134,151,264,474,3416,241,69,0.4,1059,64,349,385,825,926,114,428,381,65,6,65,0,0,4,0,0,0,1,1.18525,0,1023,1157,143
1158,22,22,5,2268,5714,5751,2576,1614,654,409,489,552,818,1705,803,154,0.26,1621,253,1022,1441,1779,1256,357,500,491,170,24,79,0,0,4,1286.26611,0,0,1,1.07332,0,2268,1158,37
1159,22,22,5,819,2168,3141,1639,772,47,111,82,184,442,2987,544,138,0.15,1226,80,931,945,828,357,44,150,863,137,0,32,0,0,4,0,2815.6438,1211.80957,1,1.05367,0,819,1159,973
1160,22,22,5,1813,5014,5586,2194,1767,46,219,221,372,1001,5838,852,358,0.23,482,245,1218,1070,1998,1055,29,151,215,45,3,39,0,0,4,0,0,0,1,0.99379,0,1813,1160,572
1161,23,23,5,3999,10187,10225,5025,3519,480,518,650,751,2080,9837,2282,372,0.22,7450,562,1801,2673,3386,1803,938,2370,2721,1013,28,380,0,0,4,2015.21619,0,0,1,1.08407,0,3999,1161,38
1162,23,23,5,456,1156,1155,536,335,121,92,63,103,198,287,149,21,0.22,1164,66,175,330,376,208,332,409,155,146,0,122,0,0,4,0,0,0,2,1.30801,0,456,1162,-1
1163,23,23,5,1291,3433,3433,1581,1278,13,156,138,270,727,1970,530,22,0.21,357,189,653,714,1330,547,25,121,106,55,34,16,0,0,4,0,0,0,1,1.03197,0,1291,1163,0
1164,23,23,5,1974,5622,5650,2411,1965,9,207,80,258,1429,5072,1516,26,0.21,1357,304,1150,1099,2179,918,103,480,427,266,0,81,0,0,5,0,0,0,1,0.99811,0,1974,1164,28
1165,23,23,5,2597,7177,7181,3201,2418,179,342,225,332,1698,4036,2208,46,0.21,1486,376,1475,1538,2605,1187,85,473,484,380,0,64,0,0,5,2037.95984,0,0,1,0.98042,0,2597,1165,4
1166,23,23,5,3909,11111,11116,5052,3878,31,220,360,704,2625,3931,2384,67,0.14,2072,737,2459,2976,3808,1136,111,587,885,178,0,311,0,0,4,0,0,0,1,1.01158,0,3909,1166,5
1167,23,23,5,3991,10686,10692,4941,3951,40,369,409,827,2386,2726,1470,57,0.17,1354,633,2110,2612,3972,1365,171,416,279,104,18,366,0,0,4,0,0,0,1,1.05571,0,3991,1167,6
1168,23,23,5,3260,7400,7400,3956,1916,1344,225,479,1004,1552,1782,657,475,0.12,20555,434,911,2948,2561,546,3558,6102,4905,3448,394,2148,0,0,3,0,0,0,1,1.78916,0,3260,1168,0
1169,23,23,5,2249,6190,6223,3042,2056,193,273,345,648,983,898,570,113,0.17,3329,370,1338,1786,1916,813,373,1101,1552,111,19,173,0,0,4,0,0,0,2,1.2631,0,2249,1169,33
1170,23,23,5,3142,7649,7649,3883,1877,1265,372,706,975,1089,1771,606,195,0.12,8233,453,1139,3179,2202,676,796,2531,3342,1075,0,489,0,0,4,0,0,0,1,1.50262,0,3142,1170,0
1171,23,23,5,2756,8574,8593,4068,2517,239,130,269,654,1703,4254,885,72,0.09,1612,616,2052,2895,2585,445,232,313,933,57,0,77,0,0,4,0,0,0,1,1.12391,0,2756,1171,19
1172,23,23,5,2023,5700,5729,2864,1537,486,126,458,684,755,533,299,46,0.13,1860,404,1128,2071,1600,526,333,306,935,219,0,67,0,0,4,1982.1272,0,0,2,1.414,0,2023,1172,29
1173,23,23,5,1284,3891,3894,2029,1270,14,161,162,388,573,445,285,65,0.1,1053,278,847,1330,1201,238,35,232,690,57,0,39,0,0,4,0,0,0,3,1.21761,0,1284,1173,3
1174,23,23,5,1883,5045,5062,2258,1646,237,379,273,376,855,773,420,67,0.2,1036,348,1004,1445,1449,816,51,250,629,52,0,54,0,0,4,0,0,0,2,1.16722,0,1883,1174,17
1175,23,23,5,4310,11565,11565,5652,3175,1135,433,571,1259,2047,2772,752,192,0.09,5321,721,2156,4579,3515,594,1546,665,786,69,1328,927,0,0,4,0,0,0,1,1.34975,0,4310,1175,0
1176,23,23,5,12542,39671,40020,16799,12413,129,657,835,1874,9176,73888,5538,485,0.13,4029,2576,8745,11519,13675,3505,417,1526,925,889,88,184,0,0,5,291.58206,0,0,1,1.04023,0,12542,1176,349
1177,24,24,5,6499,18859,19053,7234,6320,179,1052,1157,1808,2482,45345,1971,1782,0.15,2819,1164,3493,6191,6043,2162,252,805,588,614,150,410,0,0,4,0,0,0,3,1.01683,0,6499,1177,194
1178,24,24,5,12457,37963,38050,12711,11929,528,2029,2497,4494,3437,9506,2641,236,0.15,3582,3316,8538,13478,7899,4819,541,1138,930,686,10,277,0,0,4,2969.57031,0,0,2,1.17796,0,12457,1178,87
1179,24,24,5,5514,18324,18436,5165,4824,690,1799,1656,1380,679,9686,2759,157,0.13,5564,1622,4588,6677,3607,1942,813,1041,1842,1278,103,487,0,0,4,3326.28906,0,0,3,1.08789,0,5514,1179,112
1180,24,24,5,4069,14049,14064,5261,3876,193,1047,1144,1323,555,5840,1546,134,0.12,1307,1128,3581,5099,2971,1285,136,280,380,317,39,155,0,0,4,0,0,0,3,1.07456,0,4069,1180,15
1181,24,24,5,1586,3645,3660,1282,906,680,710,366,353,157,29348,187,76,0.27,555,108,498,894,1311,849,56,97,136,201,33,32,0,0,5,0,0,0,3,1.22697,0,1586,1181,15
1182,24,24,5,3411,10298,10371,4624,3097,314,656,883,1282,590,4321,782,597,0.09,1458,798,2841,3940,2081,711,360,266,360,340,10,122,0,0,4,0,0,0,3,1.07194,0,3411,1182,73
1183,24,24,5,1045,2983,2985,1315,897,148,314,238,334,159,2319,504,839,0.18,1725,184,612,936,805,448,410,130,183,417,20,565,0,0,4,0,0,0,2,0.99072,0,1045,1183,2
1184,24,24,5,1268,4186,4195,2137,1268,0,102,274,477,415,975,591,59,0.07,361,302,1178,1485,1053,177,43,129,121,49,0,19,0,0,4,0,0,0,1,1.03208,0,1268,1184,9
1185,24,24,5,4587,15659,15680,6774,4540,47,306,1089,2082,1110,2909,1886,84,0.08,734,1399,4198,6055,3192,836,54,158,362,53,0,107,0,0,4,0,0,0,2,1.05008,0,4587,1185,21
1186,24,24,5,5038,16856,16956,8253,4689,349,500,909,1995,1634,1803,1120,94,0.1,2596,1301,4508,5946,3925,1276,417,617,1400,90,0,72,0,0,4,0,0,0,1,1.22904,0,5038,1186,100
1187,24,24,5,2408,7220,7229,3463,2221,187,521,579,838,470,905,499,128,0.15,1375,460,1642,2303,1976,848,370,286,521,124,0,74,0,0,4,0,0,0,1,1.18953,0,2408,1187,9
1188,24,24,5,2815,8050,8206,3145,2094,721,1113,840,567,295,878,366,260,0.23,1368,593,1561,2623,1723,1706,206,287,566,192,17,100,0,0,4,0,0,0,2,1.21632,0,2815,1188,156
1189,24,24,5,2245,6463,6620,2566,1402,843,1246,598,306,95,2307,195,789,0.13,7936,594,1497,2582,1211,736,1768,620,1465,2961,36,1086,0,0,4,0,0,0,3,1.35915,0,2245,1189,157
1190,24,24,5,1348,3932,3932,1617,172,1176,708,401,213,26,176,102,33,0.07,300,455,1028,1643,619,187,0,59,219,10,0,12,0,0,3,0,0,0,3,1.49294,0,1348,1190,0
1191,24,24,5,1689,5038,5038,1981,1240,449,678,477,382,152,397,201,62,0.16,540,390,1123,1744,1084,697,76,79,288,6,0,91,0,0,4,2341.95044,0,0,2,1.31449,0,1689,1191,0
1192,24,24,5,1296,4290,4300,2020,1289,7,250,402,378,266,369,205,36,0.13,411,246,1057,1389,1184,424,12,104,228,48,0,19,0,0,4,0,0,0,1,1.277,0,1296,1192,10
1193,24,24,5,2419,6579,6595,3123,1253,1166,900,639,682,198,782,375,97,0.14,1299,497,1377,2470,1519,732,505,292,423,48,0,31,0,0,4,0,0,0,1,1.25548,0,2419,1193,16
1194,24,24,5,1472,4159,4166,2120,1249,223,360,319,542,251,528,280,83,0.18,360,221,923,1188,1250,584,12,93,195,29,21,10,0,0,4,0,0,0,1,1.13706,0,1472,1194,7
1195,24,24,5,5081,17800,17885,8512,5014,67,490,917,2006,1668,25291,1717,49,0.08,1063,1469,4464,6642,4326,984,216,346,367,46,21,67,0,0,4,0,0,0,1,1.09715,0,5081,1195,85
1196,24,24,5,2514,7695,7723,3520,1647,867,701,595,810,408,3482,546,52,0.14,351,433,1555,2802,2068,865,0,104,161,2,3,81,0,0,4,0,0,0,1,1.14437,0,2514,1196,28
1197,24,24,5,1106,3408,3467,1268,662,444,450,316,267,73,363,88,149,0.14,1909,341,853,1150,738,385,698,231,739,206,0,35,0,0,3,0,0,0,2,1.49439,0,1106,1197,59
1198,24,24,5,1353,3892,3984,1852,835,518,426,417,394,116,500,167,227,0.14,1352,273,857,1466,963,425,393,198,706,29,3,23,0,0,4,0,1396.40857,5267.04443,2,1.21835,0,1353,1198,92
1199,24,24,5,2596,7243,7251,2459,1401,1195,1333,514,562,187,885,293,334,0.23,3913,496,1441,2257,1539,1518,686,316,951,1380,6,574,0,0,4,0,0,0,2,1.3639,0,2596,1199,8
1200,24,24,5,2691,8718,8763,3765,2210,481,696,727,841,427,5049,628,1205,0.11,664,644,1989,3303,2095,732,68,149,302,80,6,59,0,0,4,0,0,0,1,0.99506,0,2691,1200,45
1201,24,24,5,1169,4337,4344,1608,1008,161,377,316,368,108,626.70001,194,160,0.11,368,359,1211,1511,910,353,0,51,143,157,9,8,0,0,4,0,0,0,2,1.15275,0,1169,1201,7
1202,24,24,5,845,3134,3137,1162,728,117,272,229,266,78,193.8,117,37,0.11,90,259,875,1091,657,255,0,12,35,39,2,2,0,0,4,0,0,0,2,1.27228,0,845,1202,3
1203,24,24,5,1416,4975,5001,1783,1048,368,567,469,284,96,398,133,110,0.13,2148,455,1207,1837,945,557,83,94,561,1357,6,47,0,0,3,2290.2439,0,0,3,1.63027,0,1416,1203,26
1204,24,24,5,745,2246,2293,811,484,261,438,107,117,83,358,80,189,0.2,1362,192,590,699,406,406,252,106,409,323,6,266,0,0,4,0,0,0,3,1.26114,0,745,1204,47
1205,24,24,5,1017,2739,2772,1326,747,270,265,241,336,175,4614,99,840,0.17,2032,173,481,956,773,389,48,285,214,245,10,1230,0,0,4,0,0,0,3,1.041,0,1017,1205,33
1206,24,24,5,1613,5641,5641,1876,1186,427,812,480,263,58,493,111,213,0.12,862,529,1476,2143,951,542,87,75,259,262,6,173,0,0,4,0,0,0,3,1.31058,0,1613,1206,0
1207,24,24,5,1667,5920,5922,2317,1252,415,476,501,503,187,1305,212,238,0.11,252,466,1470,2107,1422,457,34,64,56,24,6,68,0,0,4,0,0,0,2,1.14743,0,1667,1207,2
1208,24,24,5,2196,7029,7118,2401,1260,936,960,520,492,224,560,322,94,0.14,373,642,1661,2570,1444,801,41,77,209,22,6,18,0,0,4,0,0,0,2,1.22972,0,2196,1208,89
1209,24,24,5,1582,5536,5546,2232,1010,572,569,448,367,198,1779,161,472,0.09,471,522,1432,2214,1022,356,33,91,84,22,6,235,0,0,4,0,0,0,2,1.0798,0,1582,1209,10
1210,24,24,5,1663,6478,6483,2181,1295,368,694,485,406,78,1976,287,252,0.1,414,520,1728,2395,1321,519,45,59,242,0,3,65,0,0,4,0,0,0,2,1.13692,0,1663,1210,5
1211,25,25,6,1562,3859,3873,1904,1119,443,457,375,440,290,19404,226,1665,0.14,8842,235,762,1269,1209,398,460,1826,715,2021,111,3709,0,0,4,0,0,0,1,1.13331,0,1562,1211,14
1212,25,25,6,2043,4152,4157,2124,1208,835,668,464,429,482,1235,224,45,0.28,2782,123,563,994,1474,1003,130,630,768,1143,0,111,0,0,4,1675.39905,0,0,2,1.60673,0,2043,1212,5
1213,25,25,6,1241,3159,3165,1563,979,262,337,236,385,283,387,183,16,0.16,585,167,643,873,1108,374,87,179,253,43,0,23,0,0,4,0,0,0,1,1.29671,0,1241,1213,6
1214,25,25,6,1403,3592,3591,1793,1070,333,215,360,412,416,686,268,8,0.15,191,197,687,1044,1273,390,18,42,84,25,0,22,0,0,4,0,0,0,1,1.15054,0,1403,1214,-1
1215,25,25,6,1649,4132,4133,2026,1115,534,340,404,453,452,816,342,23,0.15,803,239,825,1197,1425,447,145,248,353,44,0,13,0,0,4,0,0,0,1,1.18629,0,1649,1215,1
1216,25,25,6,1276,3256,3257,1824,1031,245,98,251,420,507,618,236,13,0.14,316,167,746,889,1141,314,37,157,46,58,0,18,0,0,4,0,0,0,1,1.1765,0,1276,1216,1
1217,25,25,6,1747,5536,5536,2772,1747,0,57,172,590,928,2448,407,81,0.1,746,353,1507,1592,1747,337,4,233,63,251,4,191,0,0,4,0,0,0,1,1.15783,0,1747,1217,0
1218,25,25,6,1902,5158,5179,2785,1201,701,135,286,626,855,602,299,5,0.13,188,301,994,1733,1646,505,52,19,80,30,0,7,0,0,4,1287.58142,0,0,1,1.2165,0,1902,1218,21
1219,25,25,6,1131,3103,3128,1635,970,161,215,296,403,217,480,249,19,0.2,627,145,596,858,1038,491,18,38,148,420,0,3,0,0,4,614.70215,0,0,1,1.19826,0,1131,1219,25
1220,25,25,6,2905,8045,8064,4723,2372,533,283,633,987,1002,1299,466,28,0.12,667,489,1666,2561,2668,680,197,159,165,115,0,31,0,0,4,0,0,0,1,1.23568,0,2905,1220,19
1221,25,25,6,1451,4673,4694,1973,1365,86,484,388,390,189,583,308,30,0.14,270,369,1113,1558,1126,528,5,52,133,61,0,19,0,0,4,0,0,0,1,1.17017,0,1451,1221,21
1222,25,25,6,1201,2716,3175,1228,347,854,373,364,304,160,484,94,8,0.19,645,242,528,1050,838,517,4,102,298,182,0,59,0,0,4,0,507.03705,65.83806,1,1.70337,0,1201,1222,459
1223,25,25,6,1011,2945,2962,1030,474,537,546,282,148,35,704,173,134,0.19,1789,240,610,908,727,477,65,344,218,774,2,386,0,0,4,0,0,0,2,1.31324,0,1011,1223,17
1224,25,25,6,1260,2576,2798,897,25,1235,958,149,122,31,231,35,65,0.25,4238,253,496,856,550,643,223,711,622,2500,1,181,0,0,3,0,0,0,1,3.19715,0,1260,1224,222
1225,25,25,6,1076,2470,2470,1195,616,460,576,262,166,72,182,109,26,0.15,1221,194,434,938,618,286,80,109,131,881,1,19,0,0,3,0,0,0,1,1.59984,0,1076,1225,0
1226,25,25,6,1072,3259,3271,1308,861,211,486,379,164,43,263,143,36,0.14,588,279,736,1157,720,379,145,164,130,117,0,32,0,0,3,0,0,0,2,1.35221,0,1072,1226,12
1227,25,25,6,1170,3078,3087,1436,1100,70,328,391,326,125,284,195,15,0.17,262,236,554,1037,832,428,23,58,58,120,0,3,0,0,4,0,0,0,1,1.20339,0,1170,1227,9
1228,25,25,6,722,2039,2071,839,666,56,110,165,284,163,319,207,27,0.23,552,119,422,587,540,403,0,0,127,375,0,50,0,0,4,0,0,0,1,1.15065,0,722,1228,32
1229,25,25,6,1414,3944,4000,1550,1067,347,506,480,294,134,328,189,59,0.25,994,275,724,1134,987,880,126,350,421,54,0,43,0,0,4,1826.65247,0,0,1,1.34643,0,1414,1229,56
1230,25,25,6,2332,6520,6572,3361,1742,590,560,483,697,592,835,488,22,0.23,939,341,1207,1765,1988,1271,92,133,471,154,0,89,0,0,4,0,0,0,1,1.19773,0,2332,1230,52
1231,25,25,6,1112,3135,3206,1298,1027,85,318,350,278,166,264,159,41,0.25,720,165,621,932,768,720,104,188,335,83,0,10,0,0,4,0,0,0,3,1.32721,0,1112,1231,71
1232,25,25,6,1082,3046,3061,1142,933,149,532,272,223,55,284,151,52,0.19,1600,209,647,990,730,485,161,396,338,675,0,30,0,0,3,0,0,0,3,1.49469,0,1082,1232,15
1233,25,25,6,1183,2938,2938,1526,1125,58,269,364,356,194,304,206,28,0.25,423,171,467,779,892,629,11,167,177,68,0,0,0,0,4,0,0,0,1,1.19061,0,1183,1233,0
1234,25,25,6,1312,3552,3555,1481,781,531,684,353,207,68,348,151,105,0.15,2170,336,704,1300,770,445,243,263,1189,383,0,92,0,0,3,2270.71509,0,0,2,1.49975,0,1312,1234,3
1235,25,25,6,996,2352,2359,1106,531,465,631,251,80,34,266,82,78,0.11,944,215,452,934,575,183,58,121,200,497,1,67,0,0,3,0,0,0,1,1.40386,0,996,1235,7
1236,25,25,6,1374,3326,3372,1528,637,737,608,437,268,61,397,161,34,0.13,369,288,643,1201,922,318,104,87,149,13,0,16,0,0,4,0,0,0,1,1.27558,0,1374,1236,46
1237,25,25,6,923,2578,2579,1186,477,446,343,289,234,57,139,103,2,0.11,73,205,622,973,574,205,0,13,57,0,0,3,0,0,3,0,0,0,1,1.34902,0,923,1237,1
1238,25,25,6,250,742,741,590,131,119,171,31,48,0,23401,27,3325,0.03,3040,16,153,523,32,17,46,371,290,2245,0,88,0,0,4,0,0,0,2,0.94014,0,250,1238,-1
1239,25,25,6,978,3610,3655,2042,969,9,151,178,461,188,379,121,12,0.16,53,203,825,1032,1162,433,0,27,3,23,0,0,0,0,4,0,0,0,3,1.38641,0,978,1239,45
1240,25,25,6,1369,4935,4988,1998,1344,25,133,356,630,250,849,274,57,0.2,775,319,1028,1485,1333,823,380,135,94,116,0,50,0,0,4,0,0,0,3,1.25669,0,1369,1240,53
1241,25,25,6,1223,2500,2539,1045,309,914,745,288,127,63,575,123,178,0.33,3578,155,328,689,610,757,1249,534,1107,411,3,274,0,0,4,0,0,0,3,1.55255,0,1223,1241,39
1242,25,25,6,2100,5346,5357,2339,1656,444,703,627,492,278,588,348,114,0.25,2777,329,893,1582,1388,1165,81,290,2237,131,0,38,0,0,4,0,0,0,1,1.35455,0,2100,1242,11
1243,25,25,6,1720,4698,5072,2122,860,860,652,405,485,178,803,218,244,0.23,1727,320,917,1564,1264,1007,29,167,1221,221,0,89,0,0,4,0,0,0,1,1.2464,0,1720,1243,374
1244,25,25,6,1580,5796,5834,2391,1426,154,440,367,549,224,509,304,17,0.15,957,366,1399,1779,1582,708,4,33,813,49,0,58,0,0,4,0,0,0,1,1.33747,0,1580,1244,38
1245,25,25,6,1536,5290,5307,2482,1520,16,172,235,685,444,661,370,24,0.16,143,347,1261,1598,1400,701,4,33,57,30,0,19,0,0,4,0,0,0,1,1.14428,0,1536,1245,17
1246,25,25,6,3532,11052,11090,5863,2705,827,418,688,1261,1165,5211,717,184,0.12,1997,831,2275,3963,3083,938,802,315,628,140,83,29,0,0,4,0,0,0,1,1.20391,0,3532,1246,38
1247,26,26,6,3034,9824,9825,4535,2976,58,81,506,1508,939,13328,595,493,0.07,4235,964,2470,3854,2117,420,122,151,167,3000,0,795,0,0,4,0,0,0,2,1.21957,0,3034,1247,1
1248,26,26,6,3017,8757,8760,4141,2891,126,433,388,998,1198,23082,3807,162,0.19,10404,695,1452,2486,2829,1298,180,644,199,9120,73,188,0,0,4,0,0,0,1,1.04784,0,3017,1248,3
1249,26,26,6,1636,4706,4711,2349,1596,40,225,360,755,296,11830,551,557,0.22,5504,195,936,1147,1594,839,518,1576,1803,791,20,796,0,0,5,0,2654.06616,7471.87158,3,1.18367,0,1636,1249,5
1250,26,26,6,1687,5232,5238,2374,1173,514,678,469,413,127,3783,307,302,0.11,7288,411,1279,1939,1187,422,608,326,665,4520,6,1163,0,0,4,0,0,0,3,1.55883,0,1687,1250,6
1251,26,26,6,2287,6779,6808,3043,1747,540,623,454,776,434,71643,484,1366,0.13,1923,527,1432,2333,1849,667,88,320,463,733,15,304,0,0,4,0,0,0,3,1.00523,0,2287,1251,29
1252,26,26,6,831,2922,3830,1894,343,488,230,328,223,50,4995,366,4581,1.00E-02,27065,528,891,2306,89,16,508,286,1424,24511,1,335,0,0,4,0,0,0,3,1.14557,0,831,1252,908
1253,26,26,6,1184,3844,3844,1747,1184,0,63,322,632,167,1064,227,53,0.07,58,274,1014,1510,885,161,4,9,9,0,2,34,0,0,4,0,0,0,3,1.14204,0,1184,1253,0
1254,26,26,6,1811,5959,5961,2839,1798,13,324,472,724,291,428,406,5,0.1,134,414,1542,2043,1557,405,4,52,68,7,1,2,0,0,4,0,0,0,3,1.16046,0,1811,1254,2
1255,26,26,6,1669,5148,5156,2298,1325,344,411,541,559,158,317,224,41,0.12,697,353,1324,1712,1290,477,175,176,229,43,1,73,0,0,4,0,0,0,3,1.34442,0,1669,1255,8
1256,26,26,6,1678,4753,4754,2118,849,829,558,514,460,146,945,704,39,0.19,574,288,971,1436,1298,761,74,99,100,246,2,53,0,0,4,0,0,0,3,1.04045,0,1678,1256,1
1257,26,26,6,2118,6385,6404,2668,1495,623,370,758,807,183,477,310,32,0.14,169,542,1402,2193,1550,717,0,8,99,45,1,16,0,0,4,0,0,0,3,1.24016,0,2118,1257,19
1258,26,26,6,1196,3801,3807,1344,583,613,540,382,215,59,220,144,8,0.15,459,346,898,1259,811,493,0,14,70,375,0,0,0,0,4,0,0,0,3,1.45712,0,1196,1258,6
1259,26,26,6,1656,5115,5148,1534,912,744,947,372,277,60,326,151,38,0.19,945,465,1057,1733,1056,837,136,115,522,133,2,37,0,0,4,0,0,0,3,1.57977,0,1656,1259,33
1260,26,26,6,1125,3805,3819,1284,628,497,596,234,227,68,198,114,39,0.13,576,392,927,1368,713,419,24,119,232,135,1,65,0,0,4,0,0,0,3,1.48763,0,1125,1260,14
1261,26,26,6,1198,3846,3846,1772,1111,87,244,341,436,177,330,135,50,0.08,762,329,961,1485,857,214,54,172,78,355,1,102,0,0,4,0,0,0,3,1.43121,0,1198,1261,0
1262,26,26,6,573,1536,2276,554,308,265,343,146,52,32,224,75,57,0.11,3636,149,344,1157,422,204,162,758,1042,1379,2,293,0,0,2,0,0,0,3,2.37596,0,573,1262,740
1263,26,26,6,900,2553,2670,939,527,373,439,240,182,39,271,118,37,0.23,2726,206,514,852,542,556,53,336,603,1561,2,171,0,0,3,2771.00415,0,0,3,1.94818,0,900,1263,117
1264,26,26,6,1825,5437,5520,1908,563,1262,858,554,342,71,379,190,65,0.14,1079,607,1098,2055,1116,644,327,106,444,169,2,31,0,0,4,0,0,0,2,1.45077,0,1825,1264,83
1265,26,26,6,1153,3493,3674,1428,486,667,476,367,226,84,411,127,119,0.18,8914,323,799,1252,729,571,1597,359,1655,5220,0,83,0,0,3,0,0,0,2,2.7094,0,1153,1265,181
1266,26,26,6,1366,4454,4559,1660,1353,13,473,466,326,101,348,173,44,0.18,3667,344,1112,1471,918,714,306,370,410,2398,14,169,0,0,4,0,0,0,3,1.98359,0,1366,1266,105
1267,26,26,6,1252,3303,3303,1737,1252,0,167,330,426,329,446,231,37,0.17,1324,154,668,838,1220,423,221,135,328,593,0,47,0,0,4,0,0,0,1,1.32112,0,1252,1267,0
1268,26,26,6,4160,11050,11081,5635,3513,647,725,712,1199,1524,8690,1360,53,0.18,1814,694,2155,3082,3623,1527,133,325,193,1052,19,92,0,0,4,0,0,0,1,1.08719,0,4160,1268,31
1269,26,26,6,3598,9061,9178,4348,2674,924,802,957,1113,726,2243,478,98,0.28,2142,471,1542,2521,2325,2319,213,214,922,615,24,154,0,0,4,2788.45801,0,0,2,1.33066,0,3598,1269,117
1270,26,26,6,4505,14514,14643,6938,4203,302,833,1048,1617,1007,8545,1054,552,0.13,3068,848,3312,4804,4307,1372,43,217,572,1533,1,702,0,0,4,1334.11963,0,0,3,1.13598,0,4505,1270,129
1271,26,26,6,4498,13682,13682,6546,4159,339,825,954,1714,1005,4587,744,325,0.08,758,1205,3367,5288,3124,698,53,105,365,222,0,13,0,0,4,0,0,0,3,1.14763,0,4498,1271,0
1272,26,26,6,0,0,7810,0,0,0,0,0,0,0,890,0,463,0.07,3266,0,56,5720,1722,312,0,0,269,2997,0,0,0,0,2,0,0,0,3,1.48988,0,0,1272,7810
1273,26,26,6,1517,4084,4088,2174,1011,506,358,494,459,206,2115,326,56,0.07,1226,113,385,2345,1064,181,104,255,343,443,41,40,0,0,4,0,0,0,3,1.21895,0,1517,1273,4
1274,26,26,6,2255,6016,6015,2912,1206,1049,806,691,589,169,625,342,122,0.13,1735,445,1346,2214,1358,652,104,473,684,333,0,141,0,0,4,2282.34497,0,0,2,1.28053,0,2255,1274,-1
1275,26,26,6,1276,3296,3297,1906,724,552,343,432,342,159,275,169,17,0.09,482,243,734,1322,787,211,168,97,192,6,0,19,0,0,4,0,0,0,2,1.31303,0,1276,1275,1
1276,26,26,6,1285,3626,3626,1821,823,462,287,427,371,200,267,153,17,0.09,658,230,902,1342,931,221,75,97,339,40,0,107,0,0,4,0,0,0,3,1.42982,0,1285,1276,0
1277,26,26,6,1922,5606,5617,2668,1741,181,89,358,858,617,430,276,14,0.1,280,412,1486,1935,1398,386,34,35,179,25,0,7,0,0,4,0,0,0,3,1.27145,0,1922,1277,11
1278,26,26,6,1077,3235,3235,1824,1056,21,168,273,428,208,1390,228,56,0.1,358,211,815,1126,878,205,40,30,205,61,0,22,0,0,4,0,0,0,3,1.14712,0,1077,1278,0
1279,26,26,6,1798,4704,4725,2324,1414,384,500,335,559,404,13849,5011,792,0.18,5601,227,864,1273,1722,639,524,764,785,2126,158,1244,0,0,5,0,0,0,3,0.95283,0,1798,1279,21
1280,26,26,6,4667,10433,10537,4636,3486,1181,1482,1169,1230,786,1678,759,302,0.33,6561,427,1861,2491,2614,3144,1710,483,2110,1999,43,216,0,0,4,0,0,0,3,1.3334,0,4667,1280,104
1281,26,26,6,2378,5958,5957,2818,992,1386,1010,662,522,184,612,226,126,0.13,1858,496,1201,2441,1151,668,691,246,499,320,1,101,0,0,4,0,0,0,2,1.4146,0,2378,1281,-1
1282,26,26,6,4265,13217,13221,5902,3115,1150,1102,890,1212,1061,2907,1122,180,0.09,1955,1260,3216,4942,2957,846,238,127,795,392,3,400,0,0,4,0,0,0,1,1.13624,0,4265,1282,4
1283,26,26,6,1529,4084,4147,1887,1209,320,489,450,454,136,457,238,84,0.2,1892,271,882,1344,906,744,104,471,1056,173,1,87,0,0,3,1969.18335,0,0,3,1.3708,0,1529,1283,63
1284,26,26,6,1981,4954,4974,2158,1658,323,664,541,491,285,1511,460,157,0.24,5101,266,833,1428,1430,1017,511,1116,1643,1599,1,231,0,0,4,0,0,0,1,1.39075,0,1981,1284,20
